District ID,id,Pop20,DHouseholds,DTotal_Income,DArea,DSumAge,DTotal_Rent,DTotalCom,D20Minus,D20to40,D40to65,D65Plus,D0_25k,D25k_50k,D50k_100k,D100k_200k,D200kPlus,DGINI,DOc,DOcOth,DOc1Det,DOc1Att,DOc2_10,DOc10_50,DOc50_Plus,DWhite,DBlack,DNative,DAsian,DPacific,DOther,DMultiracial,DLatino,DVAP,DWhiteVAP,DBlackVAP,DNativeVAP,DAsianVAP,DPacificVAP,DOtherVAP,DMultiracialVAP,DLatinoVAP,DPop10,D10White,D10Black,D10Native,D10Asian,D10Pacific,D10Other,D10Multiracial,D10Latino,D10PCI,D00PCI,DPop00,D00White,D00Black,D00Native,D00Asian,D00Pacific,D00Other,D00Multiracial,D00Latino,DPop90,D90White,D90Black,D90Native,D90Asian,D90Other,D90Latino,D5_or_older,DEnglishOnly,DLimitedEnglish,DSpanish,DIndoEuropean,DAsianPacific,DOtherLanguage,D25_or_older,DHighschool,DBachelors,DGraduate,DNonInstit,DInsured,DUninsured,DMale,DFemale,DVeteran,DWorker_16_up,DCCar,DCTransit,DCWalk,DCBike,DCOther,DIAgri,DIConst,DIMfg,DIWholesale,DIRetail,DITrans,DIInfo,DIProf,DIEdu,DIArts,DIOther,DIPa,DIArmy,DinState,DoutState,DinCounty,DoutCounty,D16_up,DInLF,DUnemployed,DPopPov,DPoverty,DOHousing,DOwner,DRenter,DA_All,DA_Oth,DA_SouthAsia,DA_China,DA_SEasia,DA_Viet,DA_Filipino,DA_Japan,DA_Korea,DE_All,DE_Oth,DE_Germ,DE_USA,DE_Ire,DE_Brit,DE_Italy,DE_Scand,DE_Dutch,DE_Fr,DE_EastEuro,DE_Portug,DE_Czech,DE_Brazil,DE_Arab,DE_Polish,DE_Iran,DE_Balkan,DE_Hungary,DE_Greek,DF_All,DF_African,DF_Carib,DF_AA,DL_All,DL_Oth,DL_Mex,DL_PR,DL_Cuba,DL_Domin,DL_CA,DL_SA,DL_Spain,DUSBorn,DInStateB,DOutStateB,DForeignBorn,DForeignC,DForeignNC,DStSpouse,DGaySpouse,DStPartner,DGayPartner,DCapitaIncome,G22AgD,G22AgR,G22AgO,G22AgrCD,G22AgrCR,G22AgrCO,G22TreD,G22TreR,G22TreO,G22AudD,G22AudR,G22AudO,G22SosD,G22SosR,G22SosO,G22GovD,G22GovR,G22GovO,G22SenD,G22SenR,G22SenO,G20PreD,G20PreR,G20SenD,G20SenR,G20PreO,G20SenO,G18GovR,G18GovD,G18AgD,G18AgR,G18SosR,G18SosD,G18TreR,G18TreD,G18AudR,G18AudD,G18AgrCR,G18AgrCD,G18GovO,G18AgO,G18SosO,G18TreO,G18AudO,G18AgrCO,G16PreR,G16PreD,G16SenR,G16SenD,G16PreO,G16SenO,G16PrePCli,G16PrePSan,G16PrePO,G16PrePAll,G14AgR,G14AgD,G14AgO,G14AgrCR,G14AgrCD,G14AgrCO,G14TreR,G14TreD,G14TreO,G14AudR,G14AudD,G14AudO,G14SosR,G14SosD,G14SosO,G14GovR,G14GovD,G14GovO,G14SenR,G14SenD,G14SenO,G12PreR,G12PreD,G12PreO,G24GuessD,G24GuessR,G28GuessD,G28GuessR,DNonVet,GBuildD,GBuildR
47,47,31831,13001,1007442480,3575599,1313620,10472090,390113,7988,6684,10667,6372,2060,3143,4473,2522,177,13388,15431,234,12853,313,935,305,0,27606,340,90,188,22,1781,1803,3556,24181,21517,178,63,125,20,1141,1137,2206,32327,30135,194,90,131,23,1266,451,3110,950717165,974923203,33346,31637,107,41,96,19,1116,245,2147,31197,31000,34,30,53,36,102,30203,27109,979,2177,106,35,216,22061,20173,4196,866,31642,30025,1446,16104,15727,1756,15711,14853,1,179,13,36,803,923,2027,370,1614,414,1212,855,3405,427,499,250,0,15451,44,9198,6405,25470,16727,1072,31631,3669,13001,9638,3250,105,1,9,1,40,1,5,0,1,10496,189,3874,1203,998,1431,147,775,62,115,6,0,5,0,0,9,0,0,0,2,3453,124,0,3321,2956,102,2319,38,0,0,337,10,5,30119,24176,5586,1712,574,1080,6659,12,743,35,1035545288,5503,6872,0,3740,8558,0,5472,6824,0,5790,6556,0,3791,8582,0,3868,8384,119,4446,7971,0,6309,10441,6339,9961,87,372,7550,5745,9033,2954,7887,5029,5954,6928,6546,6341,7355,5531,133,3,153,144,185,211,8728,5542,9885,4489,1018,655,560,413,0,1278,4922,6657,0,7997,3029,158,5219,5856,167,6724,4222,0,5699,4958,471,7237,3964,407,6752,4377,460,7819,7879,143,5820,10930,5332,11419,0,0,0
48,48,32034,13139,1134300313,1539060,1292844,12915207,364700,7326,8466,10510,5666,1841,2714,4272,3484,484,13190,14442,337,10650,202,888,1416,341,29543,466,84,248,7,355,1332,951,24874,23268,262,59,210,6,229,839,579,31091,29960,307,82,178,4,195,343,624,1001536368,993898655,29692,29148,119,34,108,1,63,102,206,28246,27991,70,10,78,18,83,30395,29114,245,425,211,338,38,22363,21223,6743,1934,31757,30429,1177,16128,15906,1630,16869,16171,43,212,75,48,632,1188,1652,250,2342,783,1185,1066,4654,591,464,499,3,16823,38,9638,7342,26268,17715,395,31654,2513,13139,9837,3352,452,5,0,196,11,14,99,20,79,10607,292,4686,886,819,778,65,1445,114,15,46,2,24,7,1,16,70,11,0,4,2054,130,5,1810,742,24,605,8,0,4,1,2,1,31343,24971,6035,691,321,316,6677,2,752,4,1167828131,6586,6658,0,4948,8233,0,6664,6568,0,6749,6494,0,4916,8373,0,5206,7890,275,5830,7514,0,7961,10006,7924,9654,347,642,7061,7136,9666,3249,7385,6431,5595,8209,6652,7147,7003,6691,224,15,289,271,321,358,8637,6862,10065,5960,1536,797,677,874,0,1566,4854,7402,0,7691,4071,272,4996,6762,314,6624,5211,2,5504,6017,562,6940,5027,461,6591,5347,457,7733,8966,271,7468,10498,7331,10635,0,0,0
49,49,31961,9838,670991622,112353,925641,9317809,236816,9580,16136,3816,2428,2646,2354,2889,1498,439,12606,11191,580,4039,551,1802,2996,1161,25387,1249,113,1587,10,1403,2207,2170,29140,23366,1036,99,1474,8,1309,1847,1897,27399,23824,788,45,1922,9,279,473,880,638271287,696018581,26333,23984,619,41,1122,6,165,314,457,27814,25186,721,43,1634,142,361,31066,28229,1147,246,737,1666,119,11395,10950,6451,3017,31850,30174,1634,17545,14416,866,15373,11630,897,2258,424,54,408,312,1195,117,1502,454,733,1035,6358,2159,295,580,18,15216,140,12925,2462,29737,17315,2639,21848,6854,9838,3942,5884,2667,63,250,1166,279,245,159,162,223,8746,412,3674,356,1180,595,196,1100,259,73,100,20,82,114,15,123,76,51,10,14,3534,297,6,3219,921,37,554,44,18,0,84,65,1,29458,16889,12320,2503,592,1902,2862,6,817,45,743891374,5975,2406,6,5259,3066,4,5987,2404,4,5984,2415,4,5375,3038,4,5694,2683,232,5889,2703,7,8709,4081,8315,4253,451,415,3571,8033,8629,2225,3746,7549,3271,7971,3943,7213,3750,7283,408,49,415,409,464,548,5087,8814,6927,7327,1810,790,442,1008,0,1408,2507,5063,11,3603,3696,324,2498,4746,414,3611,3867,8,2636,4501,538,3411,4146,426,2952,4731,363,4693,8193,531,8899,3888,9101,3688,0,0,0
50,50,31777,13509,1111644915,24634,1089834,14746586,303328,6136,14855,6865,3908,3145,2626,3691,3241,800,14688,14552,28,6187,1564,2094,3794,873,23973,1356,90,3524,18,594,2222,1575,26492,20374,1023,67,2930,17,479,1603,1215,29506,24233,1080,50,3123,5,318,606,1032,977530661,770450883,23055,19097,641,22,2625,10,182,307,468,18620,16507,354,12,1526,132,315,30338,24562,2160,773,1393,3210,386,17003,16581,10969,5300,31658,29587,2066,16808,14969,1247,17082,14570,1392,653,327,94,245,670,1278,528,1336,467,1450,1608,6780,1811,308,522,39,16969,106,14367,2713,27443,18415,1522,30624,7022,13509,6181,7330,5076,22,1078,2335,266,419,262,37,601,9809,892,3776,505,705,1316,262,1123,221,83,196,1,39,155,192,105,27,25,13,18,6240,349,6,5882,1471,18,1052,107,60,0,48,162,0,26596,16669,9596,5181,1699,3483,5236,56,974,41,1127929919,8520,3760,0,7279,4959,0,8576,3701,0,8528,3758,0,7373,4950,0,7846,4463,271,8189,4322,4,11366,5323,10940,5705,603,496,4698,9385,10626,2472,4991,8768,3937,9771,5273,8467,4993,8589,380,40,441,410,406,494,5076,9512,7282,7982,1801,774,753,948,0,1642,3626,7038,0,5713,4576,303,3615,6689,367,5762,4764,0,4097,6035,534,5182,5378,497,4575,6118,378,5918,9221,454,11515,5175,11666,5022,0,0,0
51,51,31906,12979,1282467263,2182530,1262754,13062232,359394,8549,7092,10876,5308,1553,2131,4372,3718,777,13143,13795,911,11125,143,766,331,5,29406,264,94,197,4,548,1397,1199,23960,22346,163,64,154,3,388,844,729,30449,29334,211,56,212,5,245,346,639,1029796019,986701082,28821,28145,70,40,142,0,92,182,219,26685,26382,41,33,132,24,80,30436,28795,375,656,220,382,1,22123,21221,7466,1955,31777,30447,1201,16164,15742,1626,15908,15415,0,147,3,30,609,824,2098,256,1419,752,1186,1232,3868,439,610,603,7,15826,33,11643,4171,24554,16877,420,31706,2010,12979,10604,2315,718,7,218,213,4,151,3,1,38,10653,348,4130,842,834,1107,48,1603,110,46,12,0,46,0,0,28,3,55,0,3,2601,3,0,2597,1017,36,896,2,1,0,2,16,0,31037,24674,6012,872,332,435,7252,64,391,0,1282318259,6647,7642,0,4719,9487,0,6768,7522,0,6756,7492,2,4902,9363,2,5133,8957,283,5755,8673,4,7522,10808,7534,10414,304,492,8093,6612,9640,3541,8484,5946,6315,8114,8110,6350,8216,6096,254,35,285,260,231,300,9330,6206,10807,5269,1472,625,569,591,0,1361,5519,7120,0,8669,3445,287,5527,6687,230,8251,4089,0,6231,5614,502,7575,4669,543,7345,4932,482,8590,8033,225,7316,11015,7080,11251,0,0,0
52,52,32012,12155,872351574,397893,1232379,9863306,255722,9014,8059,9268,5650,2427,2536,4171,2616,274,12521,13308,369,9681,254,1660,753,336,21972,767,310,1491,30,4036,3404,8824,23769,17520,517,208,959,23,2507,2034,5240,32172,27837,629,174,479,47,2241,739,6829,838399185,938092437,30836,27212,344,107,267,21,2310,493,3409,29791,29051,241,79,259,108,244,29802,21823,4468,6581,148,991,174,20865,17289,4277,1273,31090,29206,1810,16037,15975,2182,14619,14305,0,178,0,70,292,1121,3813,272,1761,375,643,976,3254,803,578,149,0,14573,19,11803,2798,24492,16005,1358,30773,4176,12155,8357,3789,1302,986,59,138,73,4,10,0,0,7857,325,3042,1138,864,887,30,550,85,57,0,0,97,0,94,80,0,0,0,19,9378,77,0,9246,8962,120,8011,241,22,126,313,15,0,27253,20307,6420,4759,1739,2993,6075,2,891,2,896095066,4591,4041,0,3336,5180,0,4454,4132,0,4530,4064,0,3446,5118,0,3582,4985,144,3902,4843,0,6586,6470,6542,6171,364,555,4928,5567,7791,1681,5277,5018,4028,6235,4576,5646,4954,5125,229,3,238,222,281,375,6255,6233,7293,5313,918,642,703,855,0,1449,3939,6072,0,5763,3735,360,3994,5720,242,5158,4516,0,4550,4967,423,5167,4612,428,4999,4731,459,6042,8054,227,6451,6606,6276,6779,0,0,0
53,53,31781,12826,989633927,3008682,1290342,10460114,299261,8616,7011,9868,6350,2596,2789,4156,2339,468,14161,14751,435,11419,200,1293,554,45,27041,442,1481,289,22,919,1587,2271,24920,21763,354,944,259,15,618,969,1405,32240,28984,261,1354,279,23,640,640,1719,943436356,924377430,32342,30038,127,1108,215,10,418,334,854,31852,30598,104,803,229,65,178,30280,27412,815,1629,115,210,482,21017,19293,4840,1725,31427,29536,1723,15850,15931,1879,14919,13430,5,1067,107,52,552,961,2298,319,1690,353,552,563,3717,1014,296,340,0,14846,50,10467,4487,25733,16292,1217,30011,3664,12826,9122,3681,463,0,112,147,0,0,1,56,127,9942,400,3694,991,928,972,11,398,353,16,24,2,541,0,0,21,0,11,0,0,4756,28,4,4663,2212,63,1746,20,13,0,35,12,4,30579,23703,6425,1202,224,889,6174,1,731,11,1022117391,5906,6306,0,4247,7935,0,5780,6434,0,6046,6141,0,4437,7824,0,4525,7549,190,4969,7279,0,7132,9400,7213,8914,168,469,6837,6562,9505,2617,7087,6101,5235,7892,5984,7106,6684,6362,153,6,139,137,235,285,8434,6812,9455,5956,987,683,791,788,0,1613,4597,7344,2,7259,4084,403,4639,6929,221,6128,5400,3,5309,6039,475,6171,5454,529,6035,5646,472,7188,9040,184,6753,9779,6287,10245,0,0,0
54,54,31862,12965,1048027685,3057533,1342348,10160021,312929,7611,6976,10401,6707,2060,2611,4542,2901,388,12534,14425,237,12317,74,1040,298,13,29783,219,43,159,7,467,1182,1017,24505,23208,112,37,130,5,329,685,619,32398,31398,249,42,133,8,235,279,784,1014225747,989043277,33250,32537,114,27,100,8,245,144,508,32892,32578,117,30,61,50,124,30371,29164,309,578,63,65,40,22569,21127,5395,1340,31369,30255,911,16032,15830,1647,15432,14801,0,298,5,89,1284,1282,1924,295,1732,476,836,587,3654,596,490,318,2,15376,6,10581,4954,25909,16440,503,31031,2170,12965,10304,2563,285,12,29,41,8,54,18,0,27,13504,118,8333,1011,626,785,17,826,77,14,9,0,81,0,25,32,0,0,0,7,1952,5,6,1914,868,0,591,33,0,3,11,68,0,31236,25985,4790,626,267,213,7290,19,380,4,1074739456,5034,8072,0,3023,10025,0,4780,8278,0,5124,7931,0,3263,9836,1,3436,9519,145,3994,9252,1,5855,11715,5695,11478,196,410,8940,5116,9094,2853,9345,4514,7468,6315,8226,5552,8977,4726,146,8,119,124,124,190,10616,5238,12117,4119,1089,568,633,498,2,1217,6532,6492,0,9763,2674,427,6632,5897,256,8674,3923,0,7533,4774,606,8857,3856,557,8421,4339,456,9706,7406,128,5583,11988,5321,12251,0,0,0
55,55,32027,13033,998365778,3650875,1329135,9825208,308034,8070,6889,10248,6592,2396,2499,4554,2718,270,13374,15000,161,12107,121,1264,560,112,27875,174,180,408,4,1588,1795,3425,24602,22020,114,123,264,4,1018,1057,2016,33278,31439,112,61,359,4,852,426,2236,987971358,1036613019,33886,32639,59,63,260,5,544,182,930,33343,33000,13,24,120,112,233,30240,27396,645,1932,300,216,14,22368,20924,5217,877,31748,29880,1693,16048,15979,1671,15438,14329,1,273,5,2,893,881,2723,146,1790,612,624,534,3271,290,399,293,19,15201,1,10449,4730,25271,16097,580,31662,3012,13033,9655,3320,435,101,0,22,214,0,47,0,0,12691,52,6573,715,456,661,10,2381,35,26,39,0,2,0,0,4,0,6,0,0,3164,0,0,3164,2480,4,2262,0,0,0,50,0,0,30952,25731,4788,1075,323,657,6807,1,425,0,1046284233,5119,7230,0,3307,9057,0,5161,7192,0,5262,7091,0,3592,8831,0,3761,8543,123,4237,8251,0,6199,10783,6238,10357,163,431,8260,5460,9167,2872,8557,4829,6703,6611,7740,5594,8348,4934,115,4,117,125,107,177,9759,5693,11304,4534,1171,551,691,465,3,1309,5896,6593,0,9250,2737,205,6088,5922,166,8206,3850,0,6719,4973,393,8367,3842,358,7687,4407,546,8925,7856,145,5837,11146,5450,11534,0,0,0
56,56,32033,13530,1001696581,3643965,1346728,9022820,275468,8097,6700,10080,7026,2378,3112,4797,2381,253,13251,15499,155,12964,60,977,289,63,28276,200,133,107,16,1700,1601,3274,24381,22131,115,93,84,12,986,959,1822,32858,31439,147,48,108,8,687,398,1889,930262770,1019189283,34754,33826,38,32,74,10,550,161,964,35156,34903,18,24,75,102,222,30254,28273,781,1516,13,49,1,22426,20787,4271,551,31778,30441,1195,16229,15804,1715,15383,14719,0,133,3,113,1298,454,2924,333,1650,669,622,654,3006,376,318,147,0,15351,2,11028,4278,25296,16007,461,31677,4000,13530,10357,3083,259,1,10,3,23,0,1,0,165,11889,30,5871,772,605,775,22,1858,122,194,0,0,22,0,0,9,0,2,0,0,3320,5,0,3301,2466,63,1887,52,14,0,174,1,0,31271,26138,4782,762,165,442,7092,0,601,1,1022214207,4174,7670,0,2605,9255,0,4174,7645,0,4003,7773,0,2859,9000,0,2761,9060,83,3260,8668,0,4901,11857,5165,11080,125,400,8725,4255,8357,2741,8876,3788,7146,5516,8140,4456,8584,4006,123,8,106,114,148,171,10914,4534,11813,3705,865,553,596,391,0,1154,6135,6007,0,9185,2439,285,6237,5410,170,7985,3674,0,7070,4278,423,8817,3125,240,7743,4010,382,9377,7016,117,4631,12126,4357,12400,0,0,0
57,57,31918,12390,1035616210,1877135,1282793,10905693,323259,8543,7529,9367,6491,1774,2303,4477,3309,268,12374,13607,130,11481,168,834,448,101,30287,260,59,213,2,175,923,573,24591,23514,216,42,181,2,105,531,356,31331,30539,203,31,167,3,69,290,300,959011563,893894865,30257,29766,104,17,105,4,32,162,156,29939,29680,64,13,117,18,79,30227,29410,151,129,143,99,72,21174,20212,6231,1857,31655,30612,799,15715,16203,1753,15542,14552,7,669,22,1,526,906,2528,226,1401,556,1062,762,4434,713,607,231,1,15439,57,8142,7416,25306,16515,847,30457,2778,12390,9966,2421,345,2,17,87,46,1,39,2,117,14609,256,9612,1129,484,715,5,640,272,24,2,0,118,0,4,92,0,3,1,0,1703,76,0,1599,442,5,160,66,10,0,6,80,4,31424,26440,4737,494,218,210,7248,1,543,0,1056772889,5887,7742,0,3970,9594,0,5588,7949,0,6258,7352,0,4194,9469,0,4417,9144,257,5011,8743,0,6948,11025,6905,10776,264,384,8117,5839,8930,3187,8413,5265,6885,6693,7064,6555,7847,5704,215,18,180,219,247,286,9612,6184,11235,5000,1153,509,680,791,0,1450,5970,6416,0,8550,3228,511,5921,5729,569,7454,4483,2,6678,5164,509,7960,4304,376,7272,4970,394,8516,8074,143,6526,11446,6051,11921,0,0,0
58,58,32185,13648,1059477489,3142965,1345826,9908464,328242,7972,6877,10503,6823,1998,3250,4637,2883,328,12983,14892,96,13012,39,1081,144,1,29786,472,61,330,17,387,1132,1081,24606,23147,252,32,256,2,265,654,650,33214,32141,243,31,278,6,294,204,621,919978218,984944740,34250,33701,43,17,112,18,105,160,286,34475,34320,7,12,54,33,97,30354,28613,198,405,615,174,178,22377,20957,4549,1123,31939,30013,1845,16567,15618,2168,16373,15724,0,227,30,109,1078,949,3651,144,1142,535,852,621,4016,402,449,135,3,16326,5,11300,4982,25743,17247,527,31860,2821,13648,10798,2760,210,0,15,1,6,0,153,1,0,13440,48,9097,790,734,307,0,666,80,14,7,0,115,9,0,10,0,0,0,0,2083,178,0,1903,837,1,686,18,1,1,17,1,9,31509,25953,5360,676,539,68,7170,4,368,8,1084628516,5425,7264,0,3481,9145,0,5258,7322,0,5514,7076,0,3819,8786,0,3713,8883,121,4493,8317,0,6278,10856,6654,10084,100,443,7797,5621,9248,2755,7922,5217,6015,7111,6664,6399,7167,5850,150,5,94,158,167,233,9777,6210,10970,5338,1104,532,923,609,12,1605,5183,7428,0,8594,3527,381,4914,6756,823,6968,5261,0,6074,5969,356,8168,4466,204,6694,5671,502,7657,9376,80,5581,11555,5027,12110,0,0,0
59,59,32090,14609,1055013056,934517,1330948,11700459,257544,7766,7584,10197,6565,2524,3663,5205,2646,415,12549,16238,176,12708,426,1588,672,410,28338,812,134,419,131,553,1704,1917,25479,23010,520,103,335,89,408,1015,1233,32799,30979,516,77,256,7,362,572,1466,976608937,1037106511,34371,32941,325,51,218,3,303,421,1035,34343,33508,259,28,145,330,825,30383,29439,205,517,94,70,6,22624,21116,4831,1549,31714,30455,1239,15929,16161,1989,16495,15763,59,319,10,67,261,1021,2563,570,2483,936,804,894,3615,1485,504,447,2,16346,82,14952,1462,25917,17465,877,31468,3232,14609,10039,4588,294,0,5,41,0,147,7,0,21,11494,250,5135,804,968,782,19,2136,294,49,13,2,192,0,0,91,0,20,10,16,2610,3,0,2605,1740,6,1499,28,0,0,1,119,0,31626,24074,7281,464,179,232,6366,36,969,1,1054552205,6096,5567,1,5269,6274,2,6421,5250,0,5841,5759,0,5380,6323,0,5390,6251,279,5794,6031,0,8357,8292,8840,7386,305,552,6403,6939,9581,2459,6309,6638,4778,8257,6047,6755,5496,7270,240,25,292,291,412,449,7816,7601,9184,6324,1130,804,866,909,0,1731,4481,7404,1,6756,4661,384,4061,7474,332,5953,5582,1,5116,6093,553,6920,4980,242,4853,6936,422,6598,10336,226,8167,8482,7947,8703,0,0,0
60,60,31903,13596,1141702528,3002059,1362429,10220225,338119,7620,6512,10772,6989,1948,3255,4447,2829,520,13756,15833,496,12938,123,1173,492,78,30125,252,34,200,13,222,1055,801,25013,23865,149,22,159,1,174,640,495,32652,31927,108,39,172,3,121,263,495,1017207654,969398934,33558,33023,57,27,102,6,111,163,371,33639,33364,35,8,112,74,234,30294,28969,254,222,454,130,0,22581,21216,5409,1323,31706,30120,1341,15912,15991,2038,16295,15562,0,152,34,120,1195,928,2655,195,1498,353,1029,495,3598,1059,392,142,0,15368,703,10482,5722,25837,17056,418,31599,1814,13596,10710,2807,377,0,3,97,85,0,24,3,36,12648,286,5753,1107,523,463,41,2605,126,3,0,0,79,0,0,5,0,1,0,4,2008,0,0,2008,546,20,337,43,0,0,11,1,0,31486,23481,7719,404,201,122,7130,0,649,0,1158715261,5447,7979,0,4161,9256,0,5706,7776,0,5013,8317,0,4474,9048,0,4369,9069,162,4931,8676,0,6793,11556,7424,10553,161,357,8647,5674,9410,3217,8677,5309,6803,7169,8168,5608,7836,6052,190,32,168,191,263,253,10301,6240,11618,5110,1048,606,640,545,2,1412,6098,6702,0,9034,3385,193,5732,6581,167,7708,4682,0,6872,5191,391,9064,3862,123,6748,5933,301,8560,9039,172,6279,12069,5907,12439,0,0,0
61,61,32126,13832,1039893684,58716,1257924,12023892,261456,8073,8527,9935,5575,2663,3523,4551,2514,567,13670,15238,574,9955,664,2104,1173,694,24042,3854,134,1022,266,957,1855,2090,24943,19930,2534,101,716,144,592,922,1234,32080,27863,2107,82,416,90,711,770,1452,957110383,1049679475,31742,29203,1267,53,333,13,258,499,554,29604,28334,871,21,230,73,203,29942,26056,1948,1080,2230,439,44,21806,19931,5908,1814,31837,30223,1594,16148,15978,1574,15802,15321,12,267,0,90,87,831,3101,314,2007,860,1292,1229,3515,1548,471,333,7,15788,2,15010,755,25551,16828,1032,31836,3761,13832,8935,4902,909,282,196,97,141,38,63,35,12,10109,670,3578,1421,646,910,79,600,57,117,75,3,100,0,26,35,22,1424,0,3,4797,750,36,3981,1819,70,1297,102,0,79,241,2,0,28868,22681,5838,3258,1350,1890,5990,28,1138,5,1049549116,6120,4206,0,4862,5415,0,5845,4501,0,6201,4167,0,4908,5404,0,4979,5259,326,5559,4957,0,8500,6551,8365,6404,328,465,5038,6798,8890,1873,5197,6503,4199,7386,4324,7288,4893,6661,263,19,239,267,286,347,6203,7624,7481,6584,1030,588,793,928,13,1701,3900,7071,0,5988,4548,293,4018,6472,437,5022,5523,0,4538,5922,480,5628,5298,332,4954,6002,370,6092,9702,239,8374,6678,8278,6774,0,0,0
62,62,32180,13626,765908879,79954,1196845,11260700,238859,8754,9501,9134,4789,3936,3744,4014,1751,112,13062,15246,265,11286,231,1805,625,858,18904,8076,183,929,432,1261,2391,2609,24484,15750,5651,153,634,258,835,1206,1618,33718,22701,8303,109,220,104,1032,1190,2291,783282874,882295867,34647,24735,8080,77,163,18,674,771,1154,34608,27099,7024,75,139,134,272,29718,25730,1944,1977,1106,676,113,21185,18439,3562,996,31872,29930,1922,15852,16328,1631,14508,13899,134,100,15,147,36,1112,3404,287,1837,557,775,1093,2757,1562,522,198,2,14457,17,13587,919,25057,16300,2564,31716,6581,13626,7598,6008,1205,551,11,26,236,3,40,140,94,7285,242,2475,1277,772,645,99,434,49,11,30,0,126,0,45,13,6,622,0,3,7813,767,60,6943,2727,20,2071,224,2,0,239,2,31,29334,21808,7198,2846,981,1826,4620,43,1278,4,791411041,5316,2698,0,4502,3431,0,5176,2851,0,5427,2593,0,4585,3389,0,4602,3272,252,5015,3117,0,8456,4395,8361,4177,222,466,3131,6645,7894,1319,3128,6539,2548,7035,2627,6990,3010,6594,164,1,212,207,226,221,3983,8100,5033,7179,863,554,1059,911,0,1904,2306,6894,0,3757,5133,248,2335,6477,342,3040,5924,0,2606,6174,416,3396,5688,277,2926,6199,318,3753,11098,157,8153,4694,7742,5106,0,0,0
63,63,31873,12865,1026784653,3392888,1316887,10329589,337541,7934,7346,9837,6590,1824,2791,4842,2571,324,12940,14400,206,12385,96,842,184,32,30060,158,86,208,19,429,912,867,25118,23904,123,55,168,17,293,559,537,33016,32082,157,18,252,11,213,247,550,927071018,936379878,33273,32693,102,19,152,0,48,118,203,32376,32053,29,8,177,25,60,30286,28888,154,256,511,89,13,21321,20193,5400,1759,31667,30296,1195,16004,15869,1753,16920,15006,11,1428,16,33,1157,1373,2717,224,1475,445,508,428,4913,807,303,155,0,16162,592,13300,3500,26020,17564,296,29835,2318,12865,10034,2653,204,16,34,7,11,8,11,8,22,12883,239,5734,845,290,371,15,3006,40,45,9,0,639,0,1,164,1,0,0,0,1123,16,1,1069,466,8,248,3,0,11,11,14,8,31543,22776,8500,330,82,180,7096,7,459,0,1049174025,6762,7079,0,4903,8922,5,6741,7102,0,7558,6398,0,5179,8723,0,5223,8642,112,5993,7985,0,7810,10302,8017,9679,160,424,7604,6562,10460,2511,7707,6336,5815,8192,6090,8068,7093,6737,295,12,146,130,88,279,8837,7299,10180,6194,1081,621,630,849,0,1580,4848,7466,1,7795,4041,260,4583,7263,284,6485,5328,2,5692,6019,365,7707,4678,192,6107,6004,447,7097,9631,166,7113,10999,6572,11541,0,0,0
64,64,31920,13350,994329823,3765618,1362736,9617422,372572,7789,6362,10417,7324,2288,3200,4902,2359,311,12801,16768,1402,13324,93,1175,295,0,29647,312,134,89,11,847,880,1572,24733,23330,175,97,74,11,517,528,874,33064,32079,167,51,70,32,394,219,1037,882113709,915322523,33724,32914,43,50,48,2,435,156,613,33113,32990,7,32,38,12,73,30020,27270,795,1039,1016,26,228,22578,20531,3963,912,31685,29540,1943,16169,15751,1790,15692,14740,0,396,2,255,1706,1523,2203,192,1930,537,635,447,3395,717,383,311,0,13419,2143,10224,5494,25577,16296,552,31550,3505,13350,10456,2879,102,0,0,9,0,0,34,12,3,13493,185,7537,1673,928,460,29,1355,14,2,25,0,31,0,0,0,0,0,0,3,2051,155,0,1880,1249,0,864,15,0,0,260,0,2,31073,21765,8770,847,386,402,7031,3,821,0,993700786,5382,7948,0,3553,9718,0,5177,8103,0,5856,7470,0,3857,9501,0,3770,9497,147,4553,8909,0,6068,11203,6195,10659,139,464,8118,5266,8963,2986,8457,4922,6573,6750,6927,6452,7897,5389,591,4,198,222,162,311,9714,5794,10654,4990,1007,650,708,721,0,1431,5323,6916,0,8167,3470,427,5192,6546,300,7156,4561,0,6238,5326,569,8095,4180,250,6783,5195,586,7675,8564,139,5310,11961,4695,12577,0,0,0
